session_id,asset_id,plant_id,identity,method,approved_window,start_time,end_time,mfa
RA-00660,OT-01052,PLT-10,site.engineer,remote_desktop,UNKNOWN,2026-09-19T19:38:00,2026-09-19T19:47:00,YES
RA-00661,OT-00511,PLT-05,contractor,remote_desktop,YES,2026-09-30T19:41:00,2026-09-30T22:40:00,YES
RA-00662,OT-00231,PLT-03,vendor.engineer,local_service_laptop,YES,2026-09-20T00:33:00,2026-09-20T03:21:00,YES
RA-00663,OT-00268,PLT-03,unknown,local_service_laptop,YES,2026-09-29T11:41:00,2026-09-29T13:34:00,YES
RA-00664,OT-01272,PLT-12,site.engineer,remote_desktop,NO,2026-10-04T15:21:00,2026-10-04T16:03:00,YES
RA-00665,OT-00485,PLT-05,unknown,local_service_laptop,YES,2026-09-19T05:53:00,2026-09-19T08:39:00,NO
RA-00666,OT-00794,PLT-08,site.engineer,vendor_vpn,YES,2026-09-01T07:28:00,2026-09-01T10:27:00,YES
RA-00667,OT-01162,PLT-11,unknown,vendor_vpn,UNKNOWN,2026-09-29T17:37:00,2026-09-29T18:32:00,YES
RA-00668,OT-00262,PLT-03,contractor,remote_desktop,YES,2026-09-21T07:50:00,2026-09-21T09:36:00,YES
RA-00669,OT-00802,PLT-08,contractor,vendor_vpn,YES,2026-09-19T17:28:00,2026-09-19T18:21:00,YES
RA-00670,OT-01928,PLT-18,shared_support,local_service_laptop,UNKNOWN,2026-09-18T03:06:00,2026-09-18T04:51:00,YES
RA-00671,OT-01199,PLT-11,site.engineer,local_service_laptop,NO,2026-09-25T05:36:00,2026-09-25T06:18:00,UNKNOWN
RA-00672,OT-00635,PLT-06,contractor,jump_host,YES,2026-09-02T11:52:00,2026-09-02T14:47:00,YES
RA-00673,OT-00634,PLT-06,site.engineer,jump_host,YES,2026-09-11T12:36:00,2026-09-11T13:15:00,YES
RA-00674,OT-01632,PLT-15,unknown,jump_host,YES,2026-10-02T07:06:00,2026-10-02T08:02:00,UNKNOWN
RA-00675,OT-01447,PLT-14,contractor,vendor_vpn,YES,2026-09-09T02:49:00,2026-09-09T05:18:00,YES
RA-00676,OT-00028,PLT-01,unknown,vendor_vpn,NO,2026-10-01T11:53:00,2026-10-01T14:20:00,YES
RA-00677,OT-00069,PLT-01,unknown,remote_desktop,YES,2026-09-22T09:28:00,2026-09-22T10:18:00,YES
RA-00678,OT-01384,PLT-13,unknown,local_service_laptop,YES,2026-09-22T16:09:00,2026-09-22T18:16:00,YES
RA-00679,OT-01012,PLT-10,shared_support,jump_host,YES,2026-09-25T16:23:00,2026-09-25T17:00:00,NO
RA-00680,OT-00997,PLT-10,site.engineer,remote_desktop,NO,2026-10-02T05:32:00,2026-10-02T07:31:00,YES
RA-00681,OT-01467,PLT-14,shared_support,remote_desktop,YES,2026-09-18T19:07:00,2026-09-18T21:33:00,YES
RA-00682,OT-00154,PLT-02,contractor,remote_desktop,UNKNOWN,2026-09-11T06:33:00,2026-09-11T07:58:00,UNKNOWN
RA-00683,OT-01518,PLT-14,contractor,jump_host,YES,2026-09-28T17:55:00,2026-09-28T19:29:00,YES
RA-00684,OT-01206,PLT-11,unknown,remote_desktop,YES,2026-10-05T04:22:00,2026-10-05T06:43:00,YES
RA-00685,OT-01839,PLT-17,shared_support,remote_desktop,YES,2026-09-30T19:24:00,2026-09-30T21:23:00,YES
RA-00686,OT-01422,PLT-13,site.engineer,remote_desktop,YES,2026-09-21T14:54:00,2026-09-21T16:05:00,UNKNOWN
RA-00687,OT-00583,PLT-06,unknown,jump_host,YES,2026-10-05T21:51:00,2026-10-05T23:58:00,YES
RA-00688,OT-01897,PLT-18,contractor,local_service_laptop,YES,2026-09-03T18:03:00,2026-09-03T20:55:00,NO
RA-00689,OT-01802,PLT-17,vendor.engineer,local_service_laptop,YES,2026-09-02T15:01:00,2026-09-02T16:05:00,YES
RA-00690,OT-00858,PLT-08,site.engineer,remote_desktop,YES,2026-09-18T03:32:00,2026-09-18T04:35:00,YES
RA-00691,OT-00122,PLT-02,vendor.engineer,jump_host,YES,2026-10-05T20:53:00,2026-10-05T21:01:00,YES
RA-00692,OT-00336,PLT-04,site.engineer,jump_host,YES,2026-09-27T03:09:00,2026-09-27T05:28:00,UNKNOWN
RA-00693,OT-01772,PLT-16,contractor,remote_desktop,YES,2026-09-14T07:22:00,2026-09-14T07:53:00,UNKNOWN
RA-00694,OT-01273,PLT-12,shared_support,local_service_laptop,YES,2026-09-03T08:13:00,2026-09-03T11:10:00,YES
RA-00695,OT-00829,PLT-08,contractor,jump_host,YES,2026-09-28T01:29:00,2026-09-28T03:17:00,YES
RA-00696,OT-00763,PLT-08,unknown,remote_desktop,UNKNOWN,2026-09-23T23:25:00,2026-09-24T01:12:00,YES
RA-00697,OT-00898,PLT-09,site.engineer,local_service_laptop,YES,2026-09-22T09:47:00,2026-09-22T10:14:00,YES
RA-00698,OT-00428,PLT-04,unknown,local_service_laptop,YES,2026-09-05T06:55:00,2026-09-05T09:36:00,YES
RA-00699,OT-00116,PLT-02,unknown,vendor_vpn,YES,2026-09-27T18:01:00,2026-09-27T21:00:00,NO
RA-00700,OT-00996,PLT-10,site.engineer,vendor_vpn,YES,2026-09-07T17:49:00,2026-09-07T20:03:00,YES
