finding_id,asset_id,severity,cvss,exploitability,network_reachable,compensating_control,status
VUL-00925,OT-01604,LOW,8.1,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00926,OT-00888,CRITICAL,6.2,MEDIUM,YES,NONE,OPEN
VUL-00927,OT-00484,MEDIUM,7.5,LOW,YES,SEGMENTED,ACCEPTED
VUL-00928,OT-01716,MEDIUM,7.4,LOW,YES,ALLOWLIST,OPEN
VUL-00929,OT-01843,HIGH,7.5,MEDIUM,YES,NONE,ACCEPTED
VUL-00930,OT-01027,CRITICAL,8.6,LOW,NO,ALLOWLIST,OPEN
VUL-00931,OT-00967,LOW,7.9,LOW,YES,SEGMENTED,OPEN
VUL-00932,OT-00920,MEDIUM,5.0,HIGH,NO,ALLOWLIST,OPEN
VUL-00933,OT-01993,HIGH,6.2,LOW,UNKNOWN,ALLOWLIST,OPEN
VUL-00934,OT-01701,CRITICAL,5.0,MEDIUM,UNKNOWN,NONE,MITIGATED
VUL-00935,OT-00413,LOW,7.3,HIGH,NO,ALLOWLIST,ACCEPTED
VUL-00936,OT-01420,HIGH,9.3,MEDIUM,YES,NONE,OPEN
VUL-00937,OT-00110,LOW,7.7,HIGH,NO,MONITORED,OPEN
VUL-00938,OT-00059,MEDIUM,8.5,LOW,UNKNOWN,MONITORED,OPEN
VUL-00939,OT-00928,LOW,9.5,MEDIUM,NO,UNKNOWN,MITIGATED
VUL-00940,OT-00321,CRITICAL,6.6,HIGH,YES,UNKNOWN,OPEN
VUL-00941,OT-00055,HIGH,6.6,LOW,YES,SEGMENTED,OPEN
VUL-00942,OT-01764,HIGH,8.7,LOW,NO,ALLOWLIST,MITIGATED
VUL-00943,OT-01023,LOW,5.0,MEDIUM,UNKNOWN,SEGMENTED,MITIGATED
VUL-00944,OT-00536,CRITICAL,5.0,HIGH,NO,UNKNOWN,MITIGATED
VUL-00945,OT-01592,LOW,6.1,LOW,YES,ALLOWLIST,OPEN
VUL-00946,OT-01412,HIGH,7.5,HIGH,UNKNOWN,UNKNOWN,OPEN
VUL-00947,OT-01230,HIGH,6.0,HIGH,YES,ALLOWLIST,OPEN
VUL-00948,OT-01808,LOW,4.4,HIGH,UNKNOWN,NONE,OPEN
VUL-00949,OT-00340,MEDIUM,9.9,LOW,NO,ALLOWLIST,MITIGATED
VUL-00950,OT-00736,CRITICAL,5.2,MEDIUM,YES,UNKNOWN,MITIGATED
VUL-00951,OT-01066,HIGH,7.6,LOW,UNKNOWN,MONITORED,OPEN
VUL-00952,OT-01647,CRITICAL,4.8,HIGH,YES,MONITORED,MITIGATED
VUL-00953,OT-00273,LOW,8.6,HIGH,YES,NONE,MITIGATED
VUL-00954,OT-01920,CRITICAL,5.6,HIGH,NO,NONE,ACCEPTED
VUL-00955,OT-01084,MEDIUM,8.7,LOW,NO,SEGMENTED,OPEN
VUL-00956,OT-00782,HIGH,5.6,LOW,UNKNOWN,UNKNOWN,ACCEPTED
VUL-00957,OT-00042,CRITICAL,4.4,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00958,OT-01112,CRITICAL,8.7,MEDIUM,UNKNOWN,SEGMENTED,OPEN
VUL-00959,OT-00095,HIGH,6.9,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-00960,OT-00915,HIGH,7.5,LOW,NO,MONITORED,OPEN
VUL-00961,OT-00740,HIGH,8.8,MEDIUM,NO,ALLOWLIST,MITIGATED
VUL-00962,OT-00071,HIGH,5.4,MEDIUM,NO,MONITORED,OPEN
VUL-00963,OT-00376,MEDIUM,4.4,HIGH,UNKNOWN,UNKNOWN,OPEN
VUL-00964,OT-01562,CRITICAL,9.5,HIGH,YES,MONITORED,OPEN
VUL-00965,OT-00030,MEDIUM,8.8,HIGH,YES,MONITORED,OPEN
VUL-00966,OT-01713,CRITICAL,7.7,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00967,OT-00657,LOW,6.6,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00968,OT-00774,MEDIUM,9.0,HIGH,YES,UNKNOWN,MITIGATED
VUL-00969,OT-01405,MEDIUM,6.1,MEDIUM,NO,UNKNOWN,OPEN
VUL-00970,OT-00343,LOW,6.1,MEDIUM,NO,SEGMENTED,OPEN
VUL-00971,OT-00032,CRITICAL,5.1,HIGH,UNKNOWN,MONITORED,ACCEPTED
VUL-00972,OT-01782,HIGH,6.5,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00973,OT-00154,LOW,8.8,MEDIUM,NO,UNKNOWN,OPEN
VUL-00974,OT-01591,LOW,8.8,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-00975,OT-01323,MEDIUM,8.6,HIGH,UNKNOWN,UNKNOWN,MITIGATED
VUL-00976,OT-00575,LOW,5.9,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00977,OT-01833,CRITICAL,5.3,LOW,UNKNOWN,NONE,OPEN
VUL-00978,OT-01928,CRITICAL,4.1,HIGH,YES,NONE,OPEN
VUL-00979,OT-00741,HIGH,7.2,HIGH,NO,SEGMENTED,ACCEPTED
VUL-00980,OT-00836,HIGH,6.4,HIGH,YES,SEGMENTED,ACCEPTED
VUL-00981,OT-00777,MEDIUM,4.7,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-00982,OT-01890,HIGH,9.1,HIGH,UNKNOWN,UNKNOWN,OPEN
VUL-00983,OT-00079,HIGH,8.5,MEDIUM,UNKNOWN,ALLOWLIST,MITIGATED
VUL-00984,OT-01687,MEDIUM,6.7,MEDIUM,YES,UNKNOWN,OPEN
VUL-00985,OT-01106,HIGH,5.1,MEDIUM,YES,SEGMENTED,OPEN
VUL-00986,OT-01497,MEDIUM,6.6,HIGH,UNKNOWN,NONE,OPEN
VUL-00987,OT-01671,LOW,6.3,LOW,NO,NONE,OPEN
VUL-00988,OT-00962,CRITICAL,7.1,LOW,YES,ALLOWLIST,OPEN
VUL-00989,OT-00347,MEDIUM,4.6,MEDIUM,YES,SEGMENTED,OPEN
VUL-00990,OT-00533,CRITICAL,7.4,MEDIUM,NO,MONITORED,OPEN
VUL-00991,OT-01243,CRITICAL,5.5,HIGH,NO,MONITORED,MITIGATED
VUL-00992,OT-00164,MEDIUM,8.2,LOW,YES,NONE,OPEN
VUL-00993,OT-01513,MEDIUM,7.7,LOW,YES,MONITORED,OPEN
VUL-00994,OT-00113,LOW,4.8,HIGH,NO,UNKNOWN,OPEN
VUL-00995,OT-00734,CRITICAL,9.6,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-00996,OT-01962,CRITICAL,7.9,MEDIUM,YES,MONITORED,OPEN
VUL-00997,OT-01123,HIGH,5.1,HIGH,YES,SEGMENTED,OPEN
VUL-00998,OT-00367,CRITICAL,5.3,MEDIUM,NO,UNKNOWN,OPEN
VUL-00999,OT-00784,LOW,7.0,MEDIUM,NO,MONITORED,OPEN
VUL-01000,OT-00609,MEDIUM,6.3,HIGH,NO,SEGMENTED,OPEN
VUL-01001,OT-00678,HIGH,6.5,HIGH,YES,MONITORED,OPEN
VUL-01002,OT-00285,MEDIUM,6.9,HIGH,YES,ALLOWLIST,OPEN
VUL-01003,OT-00998,HIGH,4.1,MEDIUM,YES,UNKNOWN,OPEN
VUL-01004,OT-00805,HIGH,5.6,LOW,YES,ALLOWLIST,ACCEPTED
VUL-01005,OT-00960,CRITICAL,7.6,HIGH,YES,UNKNOWN,OPEN
VUL-01006,OT-00214,LOW,8.6,LOW,NO,ALLOWLIST,ACCEPTED
VUL-01007,OT-01722,LOW,5.3,MEDIUM,YES,UNKNOWN,OPEN
VUL-01008,OT-00383,MEDIUM,5.9,HIGH,YES,ALLOWLIST,OPEN
VUL-01009,OT-01828,CRITICAL,5.0,MEDIUM,NO,MONITORED,OPEN
VUL-01010,OT-01279,MEDIUM,6.4,LOW,UNKNOWN,ALLOWLIST,MITIGATED
VUL-01011,OT-01772,CRITICAL,5.3,LOW,UNKNOWN,SEGMENTED,MITIGATED
VUL-01012,OT-00853,CRITICAL,7.7,LOW,NO,UNKNOWN,ACCEPTED
VUL-01013,OT-01802,CRITICAL,7.5,MEDIUM,NO,MONITORED,OPEN
VUL-01014,OT-00074,MEDIUM,8.9,MEDIUM,YES,MONITORED,OPEN
VUL-01015,OT-00652,LOW,7.7,HIGH,NO,MONITORED,OPEN
VUL-01016,OT-00221,HIGH,4.7,MEDIUM,NO,ALLOWLIST,OPEN
VUL-01017,OT-00995,CRITICAL,9.5,LOW,UNKNOWN,UNKNOWN,OPEN
VUL-01018,OT-00275,LOW,8.8,LOW,YES,ALLOWLIST,OPEN
VUL-01019,OT-01690,LOW,8.4,HIGH,NO,UNKNOWN,OPEN
VUL-01020,OT-01343,HIGH,9.3,LOW,YES,ALLOWLIST,ACCEPTED
VUL-01021,OT-00371,MEDIUM,7.6,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-01022,OT-01136,CRITICAL,4.6,HIGH,UNKNOWN,MONITORED,OPEN
VUL-01023,OT-01247,CRITICAL,7.4,HIGH,YES,UNKNOWN,OPEN
VUL-01024,OT-01316,LOW,6.2,HIGH,UNKNOWN,UNKNOWN,OPEN
VUL-01025,OT-01296,CRITICAL,6.7,HIGH,YES,ALLOWLIST,OPEN
VUL-01026,OT-00558,MEDIUM,7.5,HIGH,YES,UNKNOWN,OPEN
VUL-01027,OT-00612,LOW,8.2,MEDIUM,YES,ALLOWLIST,OPEN
VUL-01028,OT-00116,MEDIUM,5.8,HIGH,YES,MONITORED,OPEN
VUL-01029,OT-01875,LOW,6.5,MEDIUM,YES,NONE,ACCEPTED
VUL-01030,OT-00781,LOW,9.3,HIGH,YES,UNKNOWN,ACCEPTED
VUL-01031,OT-01883,LOW,4.8,LOW,YES,SEGMENTED,OPEN
VUL-01032,OT-00761,HIGH,4.2,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-01033,OT-01506,HIGH,9.0,HIGH,YES,NONE,OPEN
VUL-01034,OT-01860,HIGH,9.7,LOW,NO,MONITORED,OPEN
VUL-01035,OT-00945,CRITICAL,9.6,LOW,YES,NONE,ACCEPTED
VUL-01036,OT-01931,MEDIUM,9.2,HIGH,YES,UNKNOWN,OPEN
VUL-01037,OT-01539,LOW,6.4,MEDIUM,YES,SEGMENTED,OPEN
VUL-01038,OT-01161,LOW,7.1,HIGH,YES,ALLOWLIST,OPEN
VUL-01039,OT-00194,HIGH,7.9,LOW,UNKNOWN,MONITORED,OPEN
VUL-01040,OT-02008,LOW,7.6,HIGH,YES,NONE,OPEN
VUL-01041,OT-00391,HIGH,5.4,HIGH,YES,MONITORED,ACCEPTED
VUL-01042,OT-01148,CRITICAL,7.1,MEDIUM,UNKNOWN,SEGMENTED,OPEN
VUL-01043,OT-01186,CRITICAL,5.2,MEDIUM,YES,ALLOWLIST,OPEN
VUL-01044,OT-00119,MEDIUM,5.1,MEDIUM,NO,UNKNOWN,OPEN
VUL-01045,OT-01338,MEDIUM,6.2,HIGH,UNKNOWN,SEGMENTED,MITIGATED
VUL-01046,OT-00452,HIGH,7.5,LOW,YES,MONITORED,OPEN
VUL-01047,OT-00926,HIGH,7.6,LOW,YES,MONITORED,OPEN
VUL-01048,OT-00301,LOW,6.5,LOW,UNKNOWN,NONE,OPEN
VUL-01049,OT-01838,LOW,6.4,LOW,NO,ALLOWLIST,OPEN
VUL-01050,OT-00754,MEDIUM,6.1,LOW,UNKNOWN,NONE,OPEN
VUL-01051,OT-00418,HIGH,4.2,MEDIUM,YES,MONITORED,OPEN
VUL-01052,OT-01190,CRITICAL,7.3,HIGH,YES,UNKNOWN,ACCEPTED
VUL-01053,OT-00988,CRITICAL,7.6,HIGH,UNKNOWN,SEGMENTED,MITIGATED
VUL-01054,OT-01846,HIGH,7.6,LOW,UNKNOWN,MONITORED,OPEN
VUL-01055,OT-00077,HIGH,8.3,HIGH,NO,NONE,OPEN
VUL-01056,OT-01681,MEDIUM,7.3,HIGH,UNKNOWN,NONE,ACCEPTED
VUL-01057,OT-00788,HIGH,5.6,LOW,YES,SEGMENTED,OPEN
VUL-01058,OT-00973,LOW,8.0,HIGH,NO,NONE,OPEN
VUL-01059,OT-00562,LOW,6.6,HIGH,YES,MONITORED,ACCEPTED
VUL-01060,OT-00718,LOW,7.4,LOW,NO,ALLOWLIST,OPEN
VUL-01061,OT-01125,HIGH,9.8,HIGH,YES,UNKNOWN,OPEN
VUL-01062,OT-00417,HIGH,9.2,LOW,YES,ALLOWLIST,OPEN
VUL-01063,OT-00506,HIGH,7.8,MEDIUM,NO,ALLOWLIST,MITIGATED
VUL-01064,OT-01235,CRITICAL,8.9,MEDIUM,NO,MONITORED,OPEN
VUL-01065,OT-01656,MEDIUM,9.7,MEDIUM,NO,NONE,MITIGATED
VUL-01066,OT-01282,MEDIUM,8.3,MEDIUM,NO,ALLOWLIST,OPEN
VUL-01067,OT-00523,MEDIUM,8.3,MEDIUM,UNKNOWN,UNKNOWN,MITIGATED
VUL-01068,OT-01030,HIGH,9.3,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-01069,OT-01603,MEDIUM,5.5,MEDIUM,NO,UNKNOWN,OPEN
VUL-01070,OT-00200,HIGH,5.1,LOW,UNKNOWN,UNKNOWN,ACCEPTED
VUL-01071,OT-00080,MEDIUM,8.9,MEDIUM,UNKNOWN,UNKNOWN,ACCEPTED
VUL-01072,OT-00810,MEDIUM,6.9,HIGH,UNKNOWN,UNKNOWN,OPEN
VUL-01073,OT-01999,HIGH,5.0,MEDIUM,NO,MONITORED,OPEN
VUL-01074,OT-01661,CRITICAL,5.3,HIGH,NO,MONITORED,OPEN
VUL-01075,OT-01645,LOW,9.3,LOW,NO,MONITORED,OPEN
VUL-01076,OT-00111,LOW,4.5,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-01077,OT-01464,HIGH,4.7,LOW,NO,NONE,MITIGATED
VUL-01078,OT-00553,LOW,8.9,MEDIUM,NO,MONITORED,ACCEPTED
VUL-01079,OT-00177,HIGH,6.9,MEDIUM,UNKNOWN,ALLOWLIST,OPEN
VUL-01080,OT-00949,MEDIUM,7.5,MEDIUM,YES,NONE,OPEN
VUL-01081,OT-00865,LOW,9.6,LOW,UNKNOWN,UNKNOWN,ACCEPTED
VUL-01082,OT-00423,LOW,6.8,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-01083,OT-00811,CRITICAL,8.2,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-01084,OT-00368,MEDIUM,4.5,LOW,NO,NONE,OPEN
VUL-01085,OT-00316,MEDIUM,5.1,HIGH,NO,SEGMENTED,OPEN
VUL-01086,OT-01403,MEDIUM,9.8,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-01087,OT-00703,LOW,4.8,MEDIUM,YES,MONITORED,OPEN
VUL-01088,OT-00237,LOW,4.8,MEDIUM,YES,UNKNOWN,OPEN
VUL-01089,OT-00577,HIGH,6.6,LOW,YES,NONE,OPEN
VUL-01090,OT-00062,CRITICAL,9.7,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-01091,OT-01162,LOW,6.9,HIGH,NO,UNKNOWN,OPEN
VUL-01092,OT-00023,LOW,9.0,HIGH,YES,SEGMENTED,MITIGATED
VUL-01093,OT-01720,LOW,6.2,HIGH,NO,SEGMENTED,OPEN
VUL-01094,OT-01915,LOW,6.1,HIGH,YES,MONITORED,OPEN
VUL-01095,OT-00120,CRITICAL,5.9,HIGH,NO,SEGMENTED,OPEN
VUL-01096,OT-01193,HIGH,6.1,HIGH,UNKNOWN,ALLOWLIST,OPEN
VUL-01097,OT-01469,MEDIUM,9.8,HIGH,NO,UNKNOWN,MITIGATED
VUL-01098,OT-01546,CRITICAL,4.8,LOW,YES,UNKNOWN,OPEN
VUL-01099,OT-01587,MEDIUM,8.0,MEDIUM,YES,UNKNOWN,ACCEPTED
VUL-01100,OT-00513,HIGH,5.6,HIGH,YES,UNKNOWN,OPEN
