work_order_id,asset_id,plant_id,type,cmms_status,field_status,opened_at,closed_at,temporary_bypass,notes
WO-000587,OT-01443,PLT-14,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-09-24T14:00:00,2026-09-25T11:00:00,NO,parts substituted
WO-000588,OT-01599,PLT-15,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-08T06:00:00,,NO,operator workaround active
WO-000589,OT-01954,PLT-18,PM,CLOSED,OUT_OF_SERVICE,2026-09-30T03:00:00,2026-10-01T20:00:00,NO,standard work
WO-000590,OT-01213,PLT-12,PM,IN_PROGRESS,DEGRADED,2026-09-27T12:00:00,2026-09-30T06:00:00,NO,parts substituted
WO-000591,OT-00156,PLT-02,INSPECTION,DEFERRED,DEGRADED,2026-09-19T01:00:00,,NO,operator workaround active
WO-000592,OT-00636,PLT-07,PM,OPEN,DEGRADED,2026-09-21T11:00:00,2026-09-24T10:00:00,NO,operator workaround active
WO-000593,OT-01618,PLT-15,PM,IN_PROGRESS,ACTIVE,2026-09-08T01:00:00,,NO,standard work
WO-000594,OT-00451,PLT-05,PM,CLOSED,DEGRADED,2026-10-08T20:00:00,,NO,parts substituted
WO-000595,OT-01341,PLT-13,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-15T23:00:00,2026-09-18T06:00:00,NO,documentation pending
WO-000596,OT-01466,PLT-14,PM,CLOSED,ACTIVE,2026-10-07T09:00:00,2026-10-07T17:00:00,NO,parts substituted
WO-000597,OT-00182,PLT-02,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-05T05:00:00,,NO,operator workaround active
WO-000598,OT-00782,PLT-08,INSPECTION,IN_PROGRESS,ACTIVE,2026-10-07T23:00:00,,NO,standard work
WO-000599,OT-01098,PLT-10,EMERGENCY,OPEN,DEGRADED,2026-09-28T20:00:00,2026-09-28T21:00:00,NO,standard work
WO-000600,OT-01059,PLT-10,PM,DEFERRED,ACTIVE,2026-09-02T07:00:00,,NO,awaiting vendor
WO-000601,OT-01800,PLT-17,CM,IN_PROGRESS,ACTIVE,2026-09-16T11:00:00,,NO,parts substituted
WO-000602,OT-00604,PLT-06,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-10-01T16:00:00,2026-10-04T07:00:00,NO,documentation pending
WO-000603,OT-01777,PLT-16,PM,DEFERRED,OUT_OF_SERVICE,2026-10-10T00:00:00,2026-10-10T20:00:00,NO,parts substituted
WO-000604,OT-01504,PLT-14,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-26T09:00:00,2026-09-26T16:00:00,NO,standard work
WO-000605,OT-01944,PLT-18,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-04T01:00:00,2026-09-04T21:00:00,NO,awaiting vendor
WO-000606,OT-01605,PLT-15,CM,CLOSED,ACTIVE,2026-09-22T04:00:00,,NO,awaiting vendor
WO-000607,OT-00264,PLT-03,INSPECTION,DEFERRED,ACTIVE,2026-10-10T14:00:00,,NO,documentation pending
WO-000608,OT-01567,PLT-15,CALIBRATION,CLOSED,ACTIVE,2026-09-05T13:00:00,2026-09-07T10:00:00,NO,parts substituted
WO-000609,OT-00965,PLT-09,PM,IN_PROGRESS,ACTIVE,2026-10-06T12:00:00,2026-10-06T15:00:00,NO,operator workaround active
WO-000610,OT-01235,PLT-12,INSPECTION,DEFERRED,OUT_OF_SERVICE,2026-09-29T21:00:00,2026-09-30T18:00:00,NO,operator workaround active
WO-000611,OT-01803,PLT-17,CALIBRATION,DEFERRED,ACTIVE,2026-10-05T17:00:00,,NO,standard work
WO-000612,OT-00363,PLT-04,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-02T06:00:00,2026-09-04T14:00:00,NO,standard work
WO-000613,OT-01999,PLT-18,PM,OPEN,ACTIVE,2026-10-07T16:00:00,2026-10-10T13:00:00,NO,documentation pending
WO-000614,OT-00637,PLT-07,INSPECTION,DEFERRED,ACTIVE,2026-09-19T11:00:00,,NO,operator workaround active
WO-000615,OT-01783,PLT-16,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-29T22:00:00,2026-09-29T23:00:00,NO,awaiting vendor
WO-000616,OT-00305,PLT-03,CM,CLOSED,ACTIVE,2026-09-27T20:00:00,,NO,parts substituted
WO-000617,OT-00594,PLT-06,CALIBRATION,DEFERRED,ACTIVE,2026-10-05T22:00:00,,NO,documentation pending
WO-000618,OT-01063,PLT-10,CM,CLOSED,DEGRADED,2026-09-05T12:00:00,2026-09-05T19:00:00,NO,standard work
WO-000619,OT-00673,PLT-07,PM,OPEN,ACTIVE,2026-09-26T17:00:00,2026-09-28T18:00:00,NO,awaiting vendor
WO-000620,OT-00140,PLT-02,CALIBRATION,DEFERRED,DEGRADED,2026-10-06T14:00:00,,NO,documentation pending
WO-000621,OT-00188,PLT-02,EMERGENCY,DEFERRED,ACTIVE,2026-09-30T01:00:00,,NO,operator workaround active
WO-000622,OT-01022,PLT-10,CALIBRATION,CLOSED,ACTIVE,2026-09-11T15:00:00,2026-09-12T00:00:00,NO,operator workaround active
WO-000623,OT-00102,PLT-01,EMERGENCY,CLOSED,DEGRADED,2026-09-29T16:00:00,2026-09-30T20:00:00,NO,standard work
WO-000624,OT-00687,PLT-07,CALIBRATION,OPEN,ACTIVE,2026-09-28T13:00:00,,NO,operator workaround active
WO-000625,OT-01349,PLT-13,CM,OPEN,OUT_OF_SERVICE,2026-09-16T08:00:00,2026-09-16T19:00:00,NO,documentation pending
WO-000626,OT-00413,PLT-04,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-20T23:00:00,2026-09-22T02:00:00,NO,parts substituted
WO-000627,OT-01291,PLT-12,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-20T22:00:00,2026-09-21T12:00:00,NO,standard work
WO-000628,OT-00648,PLT-07,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-10T09:00:00,,NO,operator workaround active
WO-000629,OT-00910,PLT-09,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-30T03:00:00,2026-09-30T16:00:00,NO,awaiting vendor
WO-000630,OT-01966,PLT-18,PM,CLOSED,DEGRADED,2026-10-04T21:00:00,2026-10-05T13:00:00,NO,parts substituted
WO-000631,OT-01374,PLT-13,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-10-07T02:00:00,,NO,awaiting vendor
WO-000632,OT-00803,PLT-08,PM,OPEN,OUT_OF_SERVICE,2026-09-08T01:00:00,2026-09-09T08:00:00,NO,documentation pending
WO-000633,OT-01024,PLT-10,INSPECTION,CLOSED,ACTIVE,2026-09-08T19:00:00,2026-09-11T04:00:00,NO,awaiting vendor
WO-000634,OT-00036,PLT-01,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-10T11:00:00,,NO,operator workaround active
WO-000635,OT-00885,PLT-09,PM,OPEN,OUT_OF_SERVICE,2026-09-23T02:00:00,,NO,standard work
WO-000636,OT-00473,PLT-05,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-27T11:00:00,,NO,documentation pending
WO-000637,OT-01138,PLT-11,CM,DEFERRED,ACTIVE,2026-10-05T09:00:00,,NO,parts substituted
WO-000638,OT-00595,PLT-06,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-25T07:00:00,,NO,standard work
WO-000639,OT-01007,PLT-10,CM,CLOSED,ACTIVE,2026-09-28T02:00:00,,NO,operator workaround active
WO-000640,OT-01181,PLT-11,EMERGENCY,CLOSED,ACTIVE,2026-09-14T03:00:00,,NO,operator workaround active
WO-000641,OT-00215,PLT-03,PM,CLOSED,OUT_OF_SERVICE,2026-09-04T15:00:00,2026-09-07T14:00:00,NO,operator workaround active
WO-000642,OT-01502,PLT-14,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-10-06T13:00:00,,YES,awaiting vendor
WO-000643,OT-00350,PLT-04,PM,IN_PROGRESS,DEGRADED,2026-09-28T19:00:00,,NO,parts substituted
WO-000644,OT-01913,PLT-18,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-09-20T10:00:00,,NO,parts substituted
WO-000645,OT-01856,PLT-17,CM,CLOSED,ACTIVE,2026-09-01T09:00:00,2026-09-04T03:00:00,NO,awaiting vendor
WO-000646,OT-01677,PLT-16,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-02T16:00:00,,NO,awaiting vendor
WO-000647,OT-00965,PLT-09,CM,OPEN,OUT_OF_SERVICE,2026-10-10T07:00:00,2026-10-11T12:00:00,NO,operator workaround active
WO-000648,OT-01289,PLT-12,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-17T21:00:00,,NO,awaiting vendor
WO-000649,OT-01556,PLT-15,PM,OPEN,ACTIVE,2026-09-15T09:00:00,2026-09-17T17:00:00,NO,standard work
WO-000650,OT-01692,PLT-16,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-27T05:00:00,2026-09-28T06:00:00,NO,operator workaround active
WO-000651,OT-00378,PLT-04,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-06T16:00:00,2026-09-07T20:00:00,NO,awaiting vendor
WO-000652,OT-00636,PLT-07,INSPECTION,CLOSED,DEGRADED,2026-10-08T20:00:00,2026-10-09T22:00:00,NO,operator workaround active
WO-000653,OT-00193,PLT-02,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-04T22:00:00,2026-09-05T06:00:00,NO,operator workaround active
WO-000654,OT-00708,PLT-07,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-10-03T01:00:00,,NO,standard work
WO-000655,OT-01926,PLT-18,CALIBRATION,DEFERRED,ACTIVE,2026-10-08T13:00:00,,NO,parts substituted
WO-000656,OT-00738,PLT-07,CALIBRATION,IN_PROGRESS,DEGRADED,2026-10-06T08:00:00,2026-10-06T14:00:00,NO,documentation pending
WO-000657,OT-01040,PLT-10,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-04T02:00:00,,NO,operator workaround active
WO-000658,OT-01370,PLT-13,CM,DEFERRED,ACTIVE,2026-09-20T23:00:00,2026-09-23T19:00:00,NO,standard work
WO-000659,OT-00234,PLT-03,INSPECTION,CLOSED,ACTIVE,2026-10-08T19:00:00,2026-10-09T07:00:00,NO,documentation pending
WO-000660,OT-00025,PLT-01,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-05T21:00:00,,NO,awaiting vendor
WO-000661,OT-00275,PLT-03,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-10-04T18:00:00,2026-10-04T23:00:00,NO,documentation pending
WO-000662,OT-00310,PLT-03,CALIBRATION,OPEN,ACTIVE,2026-09-18T01:00:00,2026-09-20T11:00:00,NO,documentation pending
WO-000663,OT-00150,PLT-02,CM,DEFERRED,ACTIVE,2026-10-05T18:00:00,2026-10-07T20:00:00,NO,standard work
WO-000664,OT-01798,PLT-17,EMERGENCY,CLOSED,ACTIVE,2026-09-03T14:00:00,,NO,standard work
WO-000665,OT-00392,PLT-04,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-23T17:00:00,,NO,standard work
WO-000666,OT-01266,PLT-12,CALIBRATION,CLOSED,OUT_OF_SERVICE,2026-09-16T18:00:00,2026-09-18T12:00:00,NO,operator workaround active
WO-000667,OT-00440,PLT-05,PM,DEFERRED,ACTIVE,2026-09-09T19:00:00,2026-09-12T12:00:00,NO,operator workaround active
WO-000668,OT-00862,PLT-08,CM,OPEN,OUT_OF_SERVICE,2026-09-01T17:00:00,,NO,standard work
WO-000669,OT-00211,PLT-03,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-01T17:00:00,2026-10-02T23:00:00,NO,awaiting vendor
WO-000670,OT-01109,PLT-11,CM,CLOSED,DEGRADED,2026-09-19T08:00:00,2026-09-19T22:00:00,NO,parts substituted
WO-000671,OT-01021,PLT-10,CM,DEFERRED,ACTIVE,2026-09-23T09:00:00,,NO,awaiting vendor
WO-000672,OT-01380,PLT-13,EMERGENCY,IN_PROGRESS,ACTIVE,2026-09-24T19:00:00,2026-09-26T09:00:00,NO,documentation pending
WO-000673,OT-01209,PLT-12,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-18T11:00:00,,NO,documentation pending
WO-000674,OT-01624,PLT-15,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-08T02:00:00,2026-10-11T00:00:00,NO,operator workaround active
WO-000675,OT-01094,PLT-10,CM,IN_PROGRESS,ACTIVE,2026-09-22T08:00:00,2026-09-23T08:00:00,NO,parts substituted
WO-000676,OT-01720,PLT-16,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-29T15:00:00,2026-09-30T05:00:00,NO,awaiting vendor
WO-000677,OT-01587,PLT-15,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-24T02:00:00,,NO,awaiting vendor
WO-000678,OT-01995,PLT-18,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-10-10T17:00:00,,NO,standard work
WO-000679,OT-00130,PLT-02,CM,OPEN,DEGRADED,2026-10-03T03:00:00,,NO,awaiting vendor
WO-000680,OT-01307,PLT-12,CALIBRATION,IN_PROGRESS,DEGRADED,2026-10-08T20:00:00,2026-10-11T02:00:00,NO,standard work
WO-000681,OT-00878,PLT-08,EMERGENCY,CLOSED,DEGRADED,2026-10-06T03:00:00,,NO,parts substituted
WO-000682,OT-00316,PLT-03,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-14T06:00:00,2026-09-14T08:00:00,NO,standard work
WO-000683,OT-00427,PLT-04,PM,OPEN,DEGRADED,2026-09-08T05:00:00,2026-09-08T17:00:00,NO,operator workaround active
WO-000684,OT-01540,PLT-14,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-12T05:00:00,,NO,parts substituted
WO-000685,OT-01853,PLT-17,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-09T14:00:00,,YES,awaiting vendor
WO-000686,OT-00857,PLT-08,CM,CLOSED,ACTIVE,2026-09-12T01:00:00,2026-09-12T22:00:00,NO,standard work
WO-000687,OT-01807,PLT-17,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-24T08:00:00,,NO,documentation pending
WO-000688,OT-01826,PLT-17,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-27T06:00:00,,NO,parts substituted
WO-000689,OT-00523,PLT-05,EMERGENCY,IN_PROGRESS,DEGRADED,2026-09-28T14:00:00,2026-09-30T03:00:00,NO,documentation pending
WO-000690,OT-01988,PLT-18,PM,OPEN,ACTIVE,2026-09-10T00:00:00,2026-09-11T14:00:00,NO,parts substituted
WO-000691,OT-01754,PLT-16,CM,OPEN,DEGRADED,2026-10-06T11:00:00,2026-10-06T19:00:00,NO,standard work
WO-000692,OT-01578,PLT-15,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-18T22:00:00,,NO,parts substituted
WO-000693,OT-00796,PLT-08,EMERGENCY,DEFERRED,DEGRADED,2026-10-07T15:00:00,,NO,awaiting vendor
WO-000694,OT-01155,PLT-11,CM,DEFERRED,DEGRADED,2026-09-16T03:00:00,2026-09-18T06:00:00,NO,operator workaround active
WO-000695,OT-01985,PLT-18,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-08T11:00:00,2026-10-08T22:00:00,NO,operator workaround active
WO-000696,OT-00587,PLT-06,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-09-27T11:00:00,2026-09-29T20:00:00,NO,operator workaround active
WO-000697,OT-00145,PLT-02,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-24T03:00:00,,NO,awaiting vendor
WO-000698,OT-00784,PLT-08,PM,IN_PROGRESS,DEGRADED,2026-09-01T19:00:00,,NO,parts substituted
WO-000699,OT-01619,PLT-15,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-01T11:00:00,2026-10-01T19:00:00,NO,standard work
WO-000700,OT-02003,PLT-18,CM,OPEN,OUT_OF_SERVICE,2026-10-08T21:00:00,,NO,documentation pending
WO-000701,OT-01697,PLT-16,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-26T22:00:00,2026-09-29T09:00:00,NO,standard work
WO-000702,OT-01404,PLT-13,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-07T11:00:00,2026-09-10T11:00:00,NO,awaiting vendor
WO-000703,OT-01444,PLT-14,CM,OPEN,DEGRADED,2026-09-25T22:00:00,2026-09-26T16:00:00,NO,documentation pending
WO-000704,OT-01862,PLT-17,EMERGENCY,OPEN,ACTIVE,2026-09-11T06:00:00,,NO,parts substituted
WO-000705,OT-00604,PLT-06,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-10-06T21:00:00,2026-10-09T06:00:00,YES,standard work
WO-000706,OT-00679,PLT-07,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-19T15:00:00,2026-09-20T05:00:00,NO,awaiting vendor
WO-000707,OT-00407,PLT-04,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-10-04T16:00:00,,NO,standard work
WO-000708,OT-01066,PLT-10,PM,OPEN,OUT_OF_SERVICE,2026-09-05T23:00:00,,NO,parts substituted
WO-000709,OT-00337,PLT-04,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-24T08:00:00,2026-09-26T14:00:00,NO,standard work
WO-000710,OT-00181,PLT-02,CM,DEFERRED,ACTIVE,2026-09-13T08:00:00,2026-09-16T01:00:00,NO,parts substituted
WO-000711,OT-00336,PLT-04,PM,IN_PROGRESS,ACTIVE,2026-10-04T19:00:00,2026-10-06T22:00:00,NO,operator workaround active
WO-000712,OT-01058,PLT-10,CM,DEFERRED,OUT_OF_SERVICE,2026-09-21T04:00:00,2026-09-23T17:00:00,NO,awaiting vendor
WO-000713,OT-01693,PLT-16,CALIBRATION,OPEN,DEGRADED,2026-09-27T23:00:00,2026-09-28T08:00:00,NO,standard work
WO-000714,OT-01553,PLT-15,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-04T21:00:00,,NO,awaiting vendor
WO-000715,OT-00123,PLT-02,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-03T15:00:00,2026-10-04T16:00:00,YES,documentation pending
WO-000716,OT-00534,PLT-06,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-02T19:00:00,2026-09-03T23:00:00,NO,documentation pending
WO-000717,OT-01663,PLT-15,INSPECTION,CLOSED,DEGRADED,2026-09-17T16:00:00,2026-09-17T17:00:00,YES,awaiting vendor
WO-000718,OT-01523,PLT-14,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-08T08:00:00,2026-09-11T01:00:00,NO,operator workaround active
WO-000719,OT-01879,PLT-17,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-18T09:00:00,,NO,documentation pending
WO-000720,OT-00580,PLT-06,CM,CLOSED,DEGRADED,2026-09-09T01:00:00,2026-09-09T02:00:00,NO,documentation pending
WO-000721,OT-00790,PLT-08,PM,IN_PROGRESS,ACTIVE,2026-09-03T05:00:00,2026-09-05T21:00:00,YES,standard work
WO-000722,OT-01563,PLT-15,PM,CLOSED,DEGRADED,2026-09-15T02:00:00,,NO,parts substituted
WO-000723,OT-01285,PLT-12,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-28T12:00:00,2026-09-30T02:00:00,NO,parts substituted
WO-000724,OT-00975,PLT-09,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-06T22:00:00,,NO,awaiting vendor
WO-000725,OT-00959,PLT-09,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-18T22:00:00,,NO,standard work
WO-000726,OT-00812,PLT-08,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-23T15:00:00,,NO,documentation pending
WO-000727,OT-00243,PLT-03,CALIBRATION,CLOSED,DEGRADED,2026-09-28T16:00:00,,NO,operator workaround active
WO-000728,OT-00758,PLT-08,PM,OPEN,DEGRADED,2026-09-04T13:00:00,,YES,awaiting vendor
WO-000729,OT-00939,PLT-09,CM,OPEN,ACTIVE,2026-10-10T21:00:00,2026-10-12T13:00:00,NO,operator workaround active
WO-000730,OT-00614,PLT-06,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-05T09:00:00,,NO,awaiting vendor
WO-000731,OT-01487,PLT-14,EMERGENCY,DEFERRED,DEGRADED,2026-10-08T11:00:00,2026-10-10T14:00:00,NO,standard work
WO-000732,OT-01594,PLT-15,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-09T00:00:00,2026-09-11T08:00:00,NO,operator workaround active
WO-000733,OT-00405,PLT-04,CALIBRATION,OPEN,DEGRADED,2026-09-24T07:00:00,2026-09-25T16:00:00,NO,parts substituted
WO-000734,OT-01327,PLT-13,PM,OPEN,DEGRADED,2026-09-09T04:00:00,,NO,documentation pending
WO-000735,OT-00851,PLT-08,CALIBRATION,OPEN,ACTIVE,2026-09-28T16:00:00,,NO,awaiting vendor
WO-000736,OT-00634,PLT-06,CALIBRATION,DEFERRED,DEGRADED,2026-10-08T20:00:00,,YES,standard work
WO-000737,OT-01125,PLT-11,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-13T11:00:00,,NO,standard work
WO-000738,OT-01630,PLT-15,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-28T09:00:00,2026-09-29T09:00:00,NO,standard work
WO-000739,OT-01525,PLT-14,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-27T15:00:00,,NO,documentation pending
WO-000740,OT-00232,PLT-03,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-05T08:00:00,,NO,documentation pending
WO-000741,OT-01180,PLT-11,PM,CLOSED,ACTIVE,2026-09-10T21:00:00,2026-09-11T16:00:00,YES,standard work
WO-000742,OT-01370,PLT-13,PM,OPEN,ACTIVE,2026-09-25T19:00:00,2026-09-26T14:00:00,NO,documentation pending
WO-000743,OT-01862,PLT-17,CM,CLOSED,RETURNED_TO_SERVICE,2026-09-21T07:00:00,,NO,operator workaround active
WO-000744,OT-01606,PLT-15,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-08T06:00:00,,NO,parts substituted
WO-000745,OT-01499,PLT-14,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-13T03:00:00,,NO,awaiting vendor
WO-000746,OT-00234,PLT-03,EMERGENCY,DEFERRED,ACTIVE,2026-09-16T17:00:00,,NO,parts substituted
WO-000747,OT-01084,PLT-10,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-23T15:00:00,2026-09-26T09:00:00,NO,documentation pending
WO-000748,OT-01206,PLT-11,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-28T05:00:00,2026-09-29T06:00:00,NO,operator workaround active
WO-000749,OT-00416,PLT-04,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-24T11:00:00,,NO,operator workaround active
WO-000750,OT-00559,PLT-06,PM,CLOSED,RETURNED_TO_SERVICE,2026-10-01T21:00:00,2026-10-03T19:00:00,NO,operator workaround active
WO-000751,OT-01293,PLT-12,CALIBRATION,DEFERRED,DEGRADED,2026-10-10T16:00:00,2026-10-13T11:00:00,NO,awaiting vendor
WO-000752,OT-01303,PLT-12,EMERGENCY,DEFERRED,DEGRADED,2026-09-27T19:00:00,,NO,parts substituted
WO-000753,OT-00672,PLT-07,PM,OPEN,ACTIVE,2026-09-14T22:00:00,,NO,standard work
WO-000754,OT-01452,PLT-14,CM,OPEN,RETURNED_TO_SERVICE,2026-10-04T01:00:00,2026-10-07T00:00:00,NO,parts substituted
WO-000755,OT-01737,PLT-16,CALIBRATION,OPEN,DEGRADED,2026-10-01T08:00:00,,NO,documentation pending
WO-000756,OT-01645,PLT-15,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-09-16T03:00:00,,NO,standard work
WO-000757,OT-00943,PLT-09,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-07T00:00:00,2026-09-10T00:00:00,NO,parts substituted
WO-000758,OT-00582,PLT-06,PM,DEFERRED,ACTIVE,2026-10-03T06:00:00,2026-10-04T06:00:00,NO,standard work
WO-000759,OT-01997,PLT-18,INSPECTION,CLOSED,DEGRADED,2026-09-19T22:00:00,2026-09-22T08:00:00,NO,parts substituted
WO-000760,OT-00471,PLT-05,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-06T18:00:00,,NO,parts substituted
WO-000761,OT-00999,PLT-10,INSPECTION,IN_PROGRESS,ACTIVE,2026-09-18T07:00:00,2026-09-18T22:00:00,NO,standard work
WO-000762,OT-00357,PLT-04,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-03T21:00:00,2026-10-06T08:00:00,NO,operator workaround active
WO-000763,OT-00694,PLT-07,CALIBRATION,OPEN,ACTIVE,2026-09-18T19:00:00,2026-09-19T18:00:00,NO,awaiting vendor
WO-000764,OT-00799,PLT-08,PM,OPEN,DEGRADED,2026-09-03T20:00:00,2026-09-04T15:00:00,YES,operator workaround active
WO-000765,OT-01176,PLT-11,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-02T19:00:00,,YES,documentation pending
WO-000766,OT-00561,PLT-06,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-14T19:00:00,,YES,documentation pending
WO-000767,OT-00474,PLT-05,INSPECTION,CLOSED,ACTIVE,2026-09-06T11:00:00,2026-09-08T11:00:00,NO,standard work
WO-000768,OT-00956,PLT-09,INSPECTION,OPEN,RETURNED_TO_SERVICE,2026-10-05T07:00:00,,NO,parts substituted
WO-000769,OT-00902,PLT-09,CALIBRATION,CLOSED,DEGRADED,2026-09-28T06:00:00,,NO,documentation pending
WO-000770,OT-00295,PLT-03,INSPECTION,CLOSED,ACTIVE,2026-09-17T03:00:00,,NO,documentation pending
WO-000771,OT-00124,PLT-02,CM,IN_PROGRESS,ACTIVE,2026-09-07T03:00:00,,NO,parts substituted
WO-000772,OT-01445,PLT-14,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-01T14:00:00,,YES,operator workaround active
WO-000773,OT-00105,PLT-02,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-30T07:00:00,2026-09-30T20:00:00,NO,standard work
WO-000774,OT-00167,PLT-02,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-04T07:00:00,2026-09-06T12:00:00,NO,documentation pending
WO-000775,OT-01578,PLT-15,EMERGENCY,DEFERRED,DEGRADED,2026-09-06T09:00:00,,NO,standard work
WO-000776,OT-00040,PLT-01,EMERGENCY,OPEN,DEGRADED,2026-09-04T00:00:00,2026-09-06T06:00:00,NO,operator workaround active
WO-000777,OT-00802,PLT-08,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-27T07:00:00,2026-09-28T07:00:00,NO,standard work
WO-000778,OT-00174,PLT-02,CALIBRATION,CLOSED,ACTIVE,2026-09-11T14:00:00,,NO,awaiting vendor
WO-000779,OT-01070,PLT-10,CM,DEFERRED,DEGRADED,2026-09-27T17:00:00,2026-09-30T14:00:00,NO,operator workaround active
WO-000780,OT-00178,PLT-02,CALIBRATION,IN_PROGRESS,ACTIVE,2026-10-04T20:00:00,2026-10-06T23:00:00,NO,parts substituted
WO-000781,OT-00221,PLT-03,CM,IN_PROGRESS,DEGRADED,2026-09-19T21:00:00,2026-09-21T15:00:00,NO,parts substituted
WO-000782,OT-00937,PLT-09,PM,IN_PROGRESS,ACTIVE,2026-09-26T09:00:00,2026-09-26T10:00:00,NO,standard work
WO-000783,OT-00294,PLT-03,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-20T12:00:00,2026-09-21T18:00:00,NO,awaiting vendor
